epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
12,962.113,2.35825,3.46191,0.02289,0.99882,0.31159,0.46689,0.04487,0.03974,0.02176,2.39825,3.41838,0.02534,0,0,0.311595,0.311595,0,0.519324,0,0.0384603,0.15,0.15,0,1,0.007822,0.007822,0.007822,0.003911,0.015644
13,1036.34,2.33803,3.43527,0.02234,0.99819,0.28598,0.43855,0.05618,0.04316,0.02235,2.42574,3.41653,0.02578,0,0,0.285978,0.285978,0,0.476629,0,0.0354522,0.15,0.15,0,1,0.007624,0.007624,0.007624,0.003812,0.015248
14,1110.72,2.33585,3.41776,0.02244,0.99832,0.2719,0.46064,0.05228,0.03971,0.02035,2.3875,3.3995,0.02533,0,0,0.271897,0.271897,0,0.453162,0,0.0339709,0.15,0.15,0,1,0.007426,0.007426,0.007426,0.003713,0.014852
15,1186.79,2.34204,3.38943,0.02238,0.99859,0.25891,0.47903,0.04968,0.0493,0.02645,2.36945,3.33829,0.02518,0,0,0.258905,0.258905,0,0.431509,0,0.0323593,0.15,0.15,0,1,0.007228,0.007228,0.007228,0.003614,0.014456
16,1261.77,2.32636,3.39066,0.02198,0.99859,0.2522,0.51439,0.05358,0.04806,0.02708,2.37199,3.36331,0.02513,0,0,0.252197,0.252197,0,0.420328,0,0.0316049,0.15,0.15,0,1,0.00703,0.00703,0.00703,0.003515,0.01406
17,1336.12,2.2999,3.36705,0.0222,0.99804,0.24733,0.4248,0.06061,0.0475,0.02476,2.38349,3.31186,0.02465,0,0,0.247328,0.247328,0,0.412213,0,0.0311455,0.15,0.15,0,1,0.006832,0.006832,0.006832,0.003416,0.013664
18,1414.19,2.29505,3.34505,0.0221,0.99885,0.23916,0.43643,0.06339,0.05264,0.02914,2.35747,3.27577,0.02499,0,0,0.239159,0.239159,0,0.398598,0,0.030265,0.15,0.15,0,1,0.006634,0.006634,0.006634,0.003317,0.013268
19,1492.69,2.31847,3.30961,0.02156,0.99805,0.23443,0.47564,0.06907,0.05616,0.02963,2.34652,3.28156,0.02424,0,0,0.234425,0.234425,0,0.390708,0,0.0297668,0.15,0.15,0,1,0.006436,0.006436,0.006436,0.003218,0.012872
20,1571.82,2.29066,3.2876,0.02177,0.99929,0.23096,0.34676,0.06538,0.0542,0.03117,2.34434,3.26087,0.0244,0,0,0.230956,0.230956,0,0.384926,0,0.0294489,0.15,0.15,0,1,0.006238,0.006238,0.006238,0.003119,0.012476
21,1650.26,2.2655,3.24483,0.02125,0.99922,0.22804,0.36333,0.07236,0.05844,0.03264,2.36314,3.28214,0.02488,0,0,0.228041,0.228041,0,0.380068,0,0.0293621,0.15,0.15,0,1,0.00604,0.00604,0.00604,0.00302,0.01208
22,1729.96,2.27744,3.22192,0.02139,0.99794,0.22347,0.32872,0.07637,0.0565,0.03108,2.31861,3.25082,0.02376,0,0,0.223467,0.223467,0,0.372444,0,0.0288655,0.15,0.15,0,1,0.005842,0.005842,0.005842,0.002921,0.011684
23,1808.99,2.26674,3.21438,0.02127,0.99956,0.2179,0.29942,0.0846,0.05955,0.03213,2.31025,3.1886,0.02419,0,0,0.217902,0.217902,0,0.363169,0,0.0281218,0.15,0.15,0,1,0.005644,0.005644,0.005644,0.002822,0.011288
24,1887.96,2.25162,3.21,0.02097,0.99894,0.21499,0.34814,0.07473,0.05824,0.03197,2.32456,3.19893,0.02414,0,0,0.214991,0.214991,0,0.358318,0,0.0277758,0.15,0.15,0,1,0.005446,0.005446,0.005446,0.002723,0.010892
25,1963.83,2.25868,3.20088,0.02091,0.99844,0.2141,0.33588,0.08331,0.06721,0.03899,2.29878,3.16299,0.02373,0,0,0.214099,0.214099,0,0.356831,0,0.0277097,0.15,0.15,0,1,0.005248,0.005248,0.005248,0.002624,0.010496
26,2042.7,2.24695,3.20717,0.02106,0.99941,0.21175,0.37174,0.07603,0.06019,0.0323,2.3366,3.18833,0.02384,0,0,0.211749,0.211749,0,0.352914,0,0.0273147,0.15,0.15,0,1,0.00505,0.00505,0.00505,0.002525,0.0101
27,2117.71,2.26805,3.20179,0.02109,0.99956,0.20984,0.35937,0.09698,0.06665,0.03622,2.28795,3.14001,0.02362,0,0,0.209843,0.209843,0,0.349738,0,0.0269486,0.15,0.15,0,1,0.004852,0.004852,0.004852,0.002426,0.009704
28,2197.91,2.2456,3.14721,0.02092,0.99833,0.20729,0.28077,0.09854,0.0693,0.03723,2.28262,3.13938,0.02296,0,0,0.207292,0.207292,0,0.345487,0,0.0269442,0.15,0.15,0,1,0.004654,0.004654,0.004654,0.002327,0.009308
29,2268.53,2.2294,3.13232,0.02041,0.99951,0.20605,0.36263,0.09709,0.07065,0.04012,2.30286,3.13657,0.02336,0,0,0.206052,0.206052,0,0.34342,0,0.0268935,0.15,0.15,0,1,0.004456,0.004456,0.004456,0.002228,0.008912
30,2340.03,2.20871,3.12381,0.02031,0.99968,0.2057,0.34334,0.09365,0.07998,0.04367,2.31142,3.13646,0.0234,0,0,0.2057,0.2057,0,0.342833,0,0.0269453,0.15,0.15,0,1,0.004258,0.004258,0.004258,0.002129,0.008516
31,2413.68,2.22027,3.12357,0.02071,0.99906,0.20406,0.33397,0.09568,0.07518,0.04367,2.30373,3.08983,0.023,0,0,0.204056,0.204056,0,0.340093,0,0.0265808,0.15,0.15,0,1,0.00406,0.00406,0.00406,0.00203,0.00812
32,2485.37,2.18419,3.09249,0.02015,0.99978,0.2021,0.333,0.08811,0.07358,0.04324,2.23982,3.10795,0.02224,0,0,0.202105,0.202105,0,0.336841,0,0.0265957,0.15,0.15,0,1,0.003862,0.003862,0.003862,0.001931,0.007724
33,2563,2.20575,3.08869,0.0201,0.99875,0.20131,0.30876,0.09976,0.07627,0.04426,2.25904,3.04599,0.02253,0,0,0.201312,0.201312,0,0.33552,0,0.0263231,0.15,0.15,0,1,0.003664,0.003664,0.003664,0.001832,0.007328
34,2636.61,2.21388,3.06304,0.0199,0.9999,0.20055,0.26652,0.10224,0.07646,0.04375,2.28669,3.06926,0.02249,0,0,0.200555,0.200555,0,0.334258,0,0.026316,0.15,0.15,0,1,0.003466,0.003466,0.003466,0.001733,0.006932
35,2710.05,2.19584,3.07287,0.02019,0.99955,0.20013,0.33681,0.10682,0.07783,0.04554,2.26456,3.08925,0.02264,0,0,0.200126,0.200126,0,0.333543,0,0.0261738,0.15,0.15,0,1,0.003268,0.003268,0.003268,0.001634,0.006536
36,2784.18,2.1868,3.05064,0.01987,0.99896,0.19838,0.36901,0.09438,0.08228,0.04808,2.23514,3.07757,0.02209,0,0,0.198379,0.198379,0,0.330632,0,0.0260776,0.15,0.15,0,1,0.00307,0.00307,0.00307,0.001535,0.00614
37,2856.66,2.16661,3.03253,0.01983,0.99996,0.19801,0.29041,0.10563,0.07806,0.04517,2.25794,3.06015,0.02233,0,0,0.198007,0.198007,0,0.330012,0,0.026132,0.15,0.15,0,1,0.002872,0.002872,0.002872,0.001436,0.005744
38,2931.19,2.15735,3.01277,0.0197,0.99975,0.19731,0.27632,0.10861,0.08175,0.04804,2.24718,3.04553,0.02206,0,0,0.197311,0.197311,0,0.328851,0,0.026128,0.15,0.15,0,1,0.002674,0.002674,0.002674,0.001337,0.005348
39,3004.29,2.17592,2.98171,0.01945,0.99875,0.19643,0.26599,0.1012,0.08386,0.04783,2.22493,3.03641,0.02152,0,0,0.196433,0.196433,0,0.327388,0,0.0260187,0.15,0.15,0,1,0.002476,0.002476,0.002476,0.001238,0.004952
40,3076.76,2.15506,2.97767,0.01937,1.00065,0.1958,0.26356,0.11762,0.08901,0.05128,2.22117,2.99649,0.02193,0,0,0.195804,0.195804,0,0.326341,0,0.0260262,0.15,0.15,0,1,0.002278,0.002278,0.002278,0.001139,0.004556
41,3148.96,2.18466,3.04328,0.02186,0.99954,0.21842,0.30415,0.11503,0.09164,0.05299,2.23999,3.04444,0.02185,0,0,0.218417,0.218417,0,0.364028,0,0.0285447,0.15,0.15,0,1,0.00208,0.00208,0.00208,0.00104,0.00416
42,3218.19,2.1709,2.95228,0.02175,0.99995,0.21403,0.30349,0.10156,0.08227,0.04669,2.22954,3.03364,0.02188,0,0,0.214026,0.214026,0,0.35671,0,0.0284607,0.15,0.15,0,1,0.001882,0.001882,0.001882,0.000941,0.003764
43,3290.75,2.16079,2.92774,0.02165,0.9998,0.20975,0.27763,0.10538,0.09091,0.05221,2.21983,2.9981,0.02147,0,0,0.209746,0.209746,0,0.349577,0,0.0279858,0.15,0.15,0,1,0.001684,0.001684,0.001684,0.000842,0.003368
44,3373.35,2.13008,2.88277,0.02147,0.99913,0.20857,0.29639,0.11213,0.09256,0.05278,2.22615,3.01442,0.02162,0,0,0.208575,0.208575,0,0.347624,0,0.0281739,0.15,0.15,0,1,0.001486,0.001486,0.001486,0.000743,0.002972
45,3449.98,2.16216,2.87514,0.02178,0.99975,0.20494,0.26185,0.11974,0.09342,0.05411,2.19383,3.00329,0.02132,0,0,0.204942,0.204942,0,0.34157,0,0.0275176,0.15,0.15,0,1,0.001288,0.001288,0.001288,0.000644,0.002576
46,3521.41,2.13511,2.84998,0.02122,1.00047,0.20429,0.25702,0.11449,0.09481,0.05513,2.2128,2.97679,0.02157,0,0,0.204289,0.204289,0,0.340481,0,0.0276089,0.15,0.15,0,1,0.00109,0.00109,0.00109,0.000545,0.00218
47,3592.26,2.1283,2.85175,0.02117,0.99974,0.20263,0.28341,0.1161,0.09135,0.0539,2.21359,2.98002,0.02119,0,0,0.202635,0.202635,0,0.337724,0,0.0273869,0.15,0.15,0,1,0.000892,0.000892,0.000892,0.000446,0.001784
48,3666.4,2.12155,2.84347,0.02076,0.9996,0.20188,0.24364,0.11411,0.09221,0.05398,2.21778,2.97512,0.02136,0,0,0.201876,0.201876,0,0.33646,0,0.0273344,0.15,0.15,0,1,0.000694,0.000694,0.000694,0.000347,0.001388
49,3740.01,2.1173,2.84112,0.02076,0.99964,0.19949,0.25551,0.1233,0.0966,0.05721,2.20356,2.97138,0.02114,0,0,0.199488,0.199488,0,0.33248,0,0.0269881,0.15,0.15,0,1,0.000496,0.000496,0.000496,0.000248,0.000992
50,3809.02,2.10299,2.82009,0.02087,1.00036,0.20005,0.25247,0.11903,0.09789,0.05829,2.20397,2.96103,0.02117,0,0,0.200051,0.200051,0,0.333419,0,0.0271327,0.15,0.15,0,1,0.000298,0.000298,0.000298,0.000149,0.000596
