epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/mixture_aux_loss,train/foundation,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/mixture_aux_loss,val/foundation,train/foundation_loss,train/foundation_cosine_loss,train/foundation_relational_loss,train/foundation_cosine_raw,train/foundation_relational_raw,train/foundation_task_ratio,train/foundation_loss_weight,train/foundation_effective_weight,train/foundation_foreground_enabled,train/foundation_foreground_mean_weight,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4
18,1447.62,2.31319,3.39508,0.02222,0.9984,0.24209,0.48676,0.0555,0.04829,0.02558,2.40764,3.3855,0.02542,0,0,0.242094,0.242094,0,0.40349,0,0.0302877,0.15,0.15,0,1,0.006634,0.006634,0.006634,0.003317,0.013268
19,1521.13,2.34115,3.36079,0.02199,0.99819,0.23771,0.42966,0.06153,0.04649,0.02404,2.39177,3.36816,0.02493,0,0,0.237711,0.237711,0,0.396185,0,0.0297514,0.15,0.15,0,1,0.006436,0.006436,0.006436,0.003218,0.012872
20,1596.23,2.29808,3.33993,0.02198,0.99929,0.23355,0.40327,0.05706,0.04516,0.02503,2.34299,3.29676,0.02459,0,0,0.233552,0.233552,0,0.389253,0,0.0294515,0.15,0.15,0,1,0.006238,0.006238,0.006238,0.003119,0.012476
21,1669.42,2.27647,3.31324,0.02126,0.99911,0.23147,0.38784,0.06754,0.05843,0.03196,2.3816,3.37319,0.02457,0,0,0.231468,0.231468,0,0.385779,0,0.029384,0.15,0.15,0,1,0.00604,0.00604,0.00604,0.00302,0.01208
22,1742.96,2.28935,3.27507,0.0216,0.99837,0.22918,0.38146,0.07052,0.05101,0.02766,2.34819,3.2719,0.02476,0,0,0.229179,0.229179,0,0.381965,0,0.0292495,0.15,0.15,0,1,0.005842,0.005842,0.005842,0.002921,0.011684
23,1816.7,2.26654,3.2784,0.02142,0.99922,0.22553,0.35239,0.0836,0.05759,0.03063,2.32989,3.26509,0.02419,0,0,0.225534,0.225534,0,0.37589,0,0.0287581,0.15,0.15,0,1,0.005644,0.005644,0.005644,0.002822,0.011288
24,1891.73,2.26456,3.27485,0.02123,0.99894,0.22425,0.37689,0.07199,0.05614,0.02977,2.3428,3.29096,0.02419,0,0,0.22425,0.22425,0,0.37375,0,0.0286184,0.15,0.15,0,1,0.005446,0.005446,0.005446,0.002723,0.010892
25,1965.37,2.28036,3.24467,0.02125,0.99844,0.22208,0.38148,0.07941,0.06279,0.03501,2.32536,3.24685,0.02385,0,0,0.222083,0.222083,0,0.370138,0,0.0283692,0.15,0.15,0,1,0.005248,0.005248,0.005248,0.002624,0.010496
26,2040.29,2.26198,3.25224,0.02125,0.99922,0.22137,0.35218,0.07365,0.05635,0.0318,2.32393,3.29473,0.02358,0,0,0.221367,0.221367,0,0.368946,0,0.0282642,0.15,0.15,0,1,0.00505,0.00505,0.00505,0.002525,0.0101
27,2114.61,2.27653,3.25102,0.02125,0.99952,0.22031,0.36819,0.08648,0.0587,0.03285,2.2975,3.23296,0.0239,0,0,0.220306,0.220306,0,0.367177,0,0.0280191,0.15,0.15,0,1,0.004852,0.004852,0.004852,0.002426,0.009704
28,2189.32,2.25862,3.20202,0.02105,0.99833,0.22061,0.31718,0.08726,0.05731,0.03122,2.28858,3.2227,0.02351,0,0,0.220607,0.220607,0,0.367678,0,0.0283222,0.15,0.15,0,1,0.004654,0.004654,0.004654,0.002327,0.009308
29,2264.12,2.25565,3.17385,0.02068,0.99977,0.21797,0.45289,0.08687,0.06457,0.03649,2.2868,3.19981,0.02311,0,0,0.217971,0.217971,0,0.363285,0,0.0281247,0.15,0.15,0,1,0.004456,0.004456,0.004456,0.002228,0.008912
30,2341.08,2.2063,3.16508,0.02046,0.99945,0.21846,0.38221,0.09339,0.0668,0.03783,2.29573,3.20158,0.02352,0,0,0.218457,0.218457,0,0.364096,0,0.0283965,0.15,0.15,0,1,0.004258,0.004258,0.004258,0.002129,0.008516
31,2418.19,2.21825,3.17233,0.02078,0.99891,0.21725,0.36369,0.09223,0.06709,0.03791,2.29172,3.15978,0.02325,0,0,0.217255,0.217255,0,0.362091,0,0.0280597,0.15,0.15,0,1,0.00406,0.00406,0.00406,0.00203,0.00812
32,2497.71,2.1947,3.13867,0.02038,1.0002,0.21595,0.32182,0.08749,0.06535,0.03572,2.26826,3.17242,0.02298,0,0,0.21595,0.21595,0,0.359917,0,0.0281195,0.15,0.15,0,1,0.003862,0.003862,0.003862,0.001931,0.007724
33,2575.32,2.21891,3.14032,0.02029,0.99851,0.21541,0.4341,0.08876,0.07213,0.04188,2.27695,3.14799,0.02301,0,0,0.215411,0.215411,0,0.359018,0,0.0278479,0.15,0.15,0,1,0.003664,0.003664,0.003664,0.001832,0.007328
34,2654.71,2.21391,3.10495,0.02002,1.00003,0.21508,0.35475,0.09037,0.07004,0.03994,2.29616,3.13755,0.02288,0,0,0.215085,0.215085,0,0.358475,0,0.0279999,0.15,0.15,0,1,0.003466,0.003466,0.003466,0.001733,0.006932
35,2733.47,2.19483,3.12413,0.02041,0.99942,0.21508,0.31022,0.09147,0.06589,0.03816,2.25509,3.15757,0.02294,0,0,0.215078,0.215078,0,0.358463,0,0.0278706,0.15,0.15,0,1,0.003268,0.003268,0.003268,0.001634,0.006536
36,2812.52,2.19052,3.0981,0.02004,0.99917,0.21311,0.37416,0.0919,0.07024,0.04096,2.27502,3.19434,0.02277,0,0,0.213106,0.213106,0,0.355176,0,0.0277186,0.15,0.15,0,1,0.00307,0.00307,0.00307,0.001535,0.00614
37,2891.09,2.18764,3.08213,0.02002,0.99976,0.21335,0.3256,0.09621,0.07403,0.04494,2.25588,3.10377,0.02245,0,0,0.213353,0.213353,0,0.355589,0,0.0278259,0.15,0.15,0,1,0.002872,0.002872,0.002872,0.001436,0.005744
38,2969.55,2.17088,3.06372,0.01995,0.99997,0.21285,0.33738,0.09184,0.07322,0.04385,2.24567,3.09605,0.02226,0,0,0.212851,0.212851,0,0.354751,0,0.0278519,0.15,0.15,0,1,0.002674,0.002674,0.002674,0.001337,0.005348
39,3049.9,2.19067,3.02954,0.01963,0.99876,0.21187,0.34917,0.09433,0.06808,0.03989,2.24571,3.12341,0.02218,0,0,0.21187,0.21187,0,0.353116,0,0.027732,0.15,0.15,0,1,0.002476,0.002476,0.002476,0.001238,0.004952
40,3128.64,2.15915,3.02546,0.0195,1.00027,0.21068,0.3423,0.09578,0.07722,0.04518,2.22651,3.10083,0.02198,0,0,0.210682,0.210682,0,0.351136,0,0.0277119,0.15,0.15,0,1,0.002278,0.002278,0.002278,0.001139,0.004556
41,3207.03,2.21179,3.10159,0.02229,0.99991,0.22779,0.26205,0.08949,0.06688,0.03878,2.28129,3.14098,0.0224,0,0,0.22779,0.22779,0,0.37965,0,0.0293185,0.15,0.15,0,1,0.00208,0.00208,0.00208,0.00104,0.00416
42,3284.79,2.20615,3.00965,0.02245,0.99991,0.22385,0.28825,0.09271,0.07564,0.04565,2.26268,3.08905,0.0223,0,0,0.223849,0.223849,0,0.373082,0,0.0292771,0.15,0.15,0,1,0.001882,0.001882,0.001882,0.000941,0.003764
43,3363.38,2.19414,2.98107,0.02217,0.9996,0.2193,0.28541,0.09633,0.0723,0.04297,2.25656,3.06956,0.02231,0,0,0.219298,0.219298,0,0.365497,0,0.0288424,0.15,0.15,0,1,0.001684,0.001684,0.001684,0.000842,0.003368
44,3441.18,2.16881,2.94969,0.02203,0.99947,0.21829,0.30684,0.0998,0.07064,0.04127,2.23322,3.07225,0.02193,0,0,0.218288,0.218288,0,0.363813,0,0.028942,0.15,0.15,0,1,0.001486,0.001486,0.001486,0.000743,0.002972
45,3516.24,2.17308,2.9465,0.02201,0.99967,0.2152,0.34345,0.09385,0.07436,0.04314,2.21079,3.05806,0.02163,0,0,0.2152,0.2152,0,0.358667,0,0.0284691,0.15,0.15,0,1,0.001288,0.001288,0.001288,0.000644,0.002576
46,3588.75,2.16186,2.91623,0.02159,1.00054,0.21434,0.28913,0.09605,0.07463,0.044,2.23625,3.04574,0.02171,0,0,0.214338,0.214338,0,0.35723,0,0.0285199,0.15,0.15,0,1,0.00109,0.00109,0.00109,0.000545,0.00218
47,3662.81,2.14708,2.91196,0.02144,0.99947,0.21325,0.31625,0.09523,0.07898,0.04716,2.22615,3.02891,0.02191,0,0,0.213249,0.213249,0,0.355415,0,0.0284211,0.15,0.15,0,1,0.000892,0.000892,0.000892,0.000446,0.001784
48,3735.69,2.13299,2.8991,0.02103,0.99944,0.2118,0.32607,0.09248,0.08086,0.04914,2.21344,3.03604,0.02158,0,0,0.211803,0.211803,0,0.353005,0,0.0283255,0.15,0.15,0,1,0.000694,0.000694,0.000694,0.000347,0.001388
49,3809.51,2.14078,2.8918,0.02113,0.99971,0.20959,0.26843,0.09729,0.07573,0.04471,2.20822,3.0302,0.02133,0,0,0.209591,0.209591,0,0.349318,0,0.0279452,0.15,0.15,0,1,0.000496,0.000496,0.000496,0.000248,0.000992
50,3886.8,2.12056,2.87711,0.02132,1.00032,0.20986,0.25746,0.10068,0.08149,0.04855,2.1984,3.01667,0.02136,0,0,0.209855,0.209855,0,0.349758,0,0.0280973,0.15,0.15,0,1,0.000298,0.000298,0.000298,0.000149,0.000596
